Title,Artist,year
I Could Be The One,Avicii vs. Nicky Romero,2013
Something I Need,OneRepublic,2013
Classic,MKTO,2013
Resolution,Matt Corby,2013
La La La,Naughty Boy Feat. Sam Smith,2013
I Love It,Icona Pop,2013
Hello,Stafford Brothers Feat. Lil Wayne & Christina Milian,2013
On Top of the World,Imagine Dragons,2013
Hey Porsche,Nelly,2013
Parachute,Timomatic,2013
Love Me Again,John Newman,2013
Mirrors,Justin Timberlake,2013
The Other Side,Jason Derulo,2013
All of Me,John Legend,2013
Like A Drum,Guy Sebastian,2013
Still Into You,Paramore,2013
Holdin On,Flume,2013
Little Talks,Of Monsters And Men,2013
One Way or Another (Teenage Kicks),One Direction,2013
I Knew You Were Trouble,Taylor Swift,2013
Bonfire Heart,James Blunt,2013
Clarity,Zedd Feat. Foxes,2013
Everybody,Justice Crew,2013
"Hold On, We're Going  Home",Drake Feat. Majid Jordan,2013
Locked Out Of Heaven,Bruno Mars,2013
Harlem Shake,Baauer,2013
#thatPOWER,will.i.am Feat. Justin Bieber,2013
Get Up (Rattle),Bingo Players Feat. Far East Movement,2013
Dear Darlin',Olly Murs,2013
Don't You Worry Child,Swedish House Mafia Feat. John Martin,2013
You,Nathaniel,2013
Rude,Magic!,2013
Diamonds,Rihanna,2013
Troublemaker,Olly Murs,2013
Everybody Talks,Neon Trees,2013
Wild EP,Jessie J,2013
Tennis Court,Lorde,2013
Borrow My Heart,Taylor Henderson,2013
Waiting All Night,Rudimental Feat. Ella Eyre,2013
Change Your Life,Little Mix,2013
Can't Believe It,Flo Rida Feat. Pitbull,2013
Trumpets,Jason Derulo,2013
Love Is Easy,McFly,2013
True Love,P!nk,2013
Treasure,Bruno Mars,2013
#Beautiful,Mariah Carey Feat. Miguel,2013
Berzerk,Eminem,2013
Warrior,Havana Brown,2013
Story of My Life,One Direction,2013
This Is What It Feels Like,Armin van Buuren Feat. Trevor Guthrie,2013
Titanium,David Guetta Feat. Sia,2013
Sheppard EP,Sheppard,2013
We Own It,2 Chainz Feat. Wiz Khalifa,2013
Global Concepts,Robert DeLong,2013
Gangnam Style,Psy,2013
Pop A Bottle (Fill Me Up),Jessica Mauboy,2013
Happy,Pharrell Williams,2013
Applause,Lady Gaga,2013
Next To Me,Emeli Sande,2013
I Will Wait,Mumford & Sons,2013
Fall Down,will.i.am Feat. Miley Cyrus,2013
Best Song Ever,One Direction,2013
Bom Bom,Sam And The Womp,2013
The Fox,Ylvis,2013
Marry Me,Jason Derulo,2013
Happy,Pharrell Williams,2014
All About That Bass,Meghan Trainor,2014
Shake It Off,Taylor Swift,2014
Geronimo,Sheppard,2014
Que Sera,Justice Crew,2014
Chandelier,Sia,2014
Thinking Out Loud,Ed Sheeran,2014
Stay With Me,Sam Smith,2014
Freaks,Timmy Trumpet Feat. Savage,2014
Ugly Heart,G.R.L.,2014
All of Me,John Legend,2014
Fancy,Iggy Azalea Feat. Charli XCX,2014
Say Something,A Great Big World Feat. Christina Aguilera,2014
Rather Be,Clean Bandit Feat. Jess Glynne,2014
Stolen Dance,Milky Chance,2014
Am I Wrong?,Nico & Vinz,2014
Only Love Can Hurt Like This,Paloma Faith,2014
Problem,Ariana Grande Feat. Iggy Azalea,2014
Budapest,George Ezra,2014
She Looks So Perfect,5 Seconds Of Summer,2014
Waves,Mr. Probz,2014
You Ruin Me,The Veronicas,2014
Swing,Joel Fletcher Feat. Savage,2014
We Are Done,The Madden Brothers,2014
Let It Go,Idina Menzel,2014
Jubel,Klingande,2014
Free,Rudimental Feat. Emeli Sande & Nas,2014
Blank Space,Taylor Swift,2014
Uptown Funk,Mark Ronson Feat. Bruno Mars,2014
Bang Bang,Jessie J Feat. Nicki Minaj & Ariana Grande,2014
Ghost,Ella Henderson,2014
Faded,ZHU,2014
Sing,Ed Sheeran,2014
Brave,Sara Bareilles,2014
High,Peking Duk Feat. Nicole Millar,2014
Magic,Coldplay,2014
Trumpets,Jason Derulo,2014
Stay High (Habits Remix),Tove Lo,2014
Break Free,Ariana Grande Feat. Zedd,2014
Rude,Magic!,2014
Addicted To You,Avicii,2014
Don't,Ed Sheeran,2014
Prayer In C,Lilly Wood & The Prick And Robin Schulz,2014
Strong,London Grammar,2014
Summer,Calvin Harris,2014
I'm Ready,AJR,2014
Cosby Sweater,Hilltop Hoods,2014
New Thang,Redfoo,2014
Turn Down For What,DJ Snake Feat. Lil Jon,2014
Cool Kids,Echosmith,2014
Amnesia,5 Seconds Of Summer,2014
Undressed,Kim Cesarion,2014
Shot Me Down,David Guetta Feat. Skylar Grey,2014
A Sky Full of Stars,Coldplay,2014
Riptide,Vance Joy,2014
I'm Not the Only One,Sam Smith,2014
Wiggle,Jason Derulo Feat. Snoop Dogg,2014
Best Day Of My Life,American Authors,2014
Bad,David Guetta & Showtek Feat. Vassy,2014
Roar,Katy Perry,2014
Timber,Pitbull Feat. Ke$ha,2014
Anaconda,Nicki Minaj,2014
Shower,Becky G,2014
Lips Are Movin,Meghan Trainor,2014
The Man,Aloe Blacc,2014
Live Louder,Nathaniel,2014
Boom Clap,Charli XCX,2014
Superheroes,The Script,2014
Tightrope,Illy,2014
Black Widow,Iggy Azalea Feat. Rita Ora,2014
Stand By You,Marlisa,2014
The Monster,Eminem Feat. Rihanna,2014
Blame,Calvin Harris Feat. John Newman,2014
It's My Birthday,will.i.am Feat. Cody Wise,2014
Never Be The Same,Jessica Mauboy,2014
I Will Never Let You Down,Rita Ora,2014
Steal My Girl,One Direction,2014
I See Fire,Ed Sheeran,2014
Hey Brother,Avicii,2014
Outside,Calvin Harris Feat. Ellie Goulding,2014
Dangerous,David Guetta Feat. Sam Martin,2014
I'm An Albatraoz,AronChupa,2014
The Love Club EP Feat. Royals,Lorde,2014
Nobody to Love,Sigma,2014
Wild Wild Love,Pitbull Feat. G.R.L.,2014
Take Me Home,Cash Cash Feat. Bebe Rexha,2014
Another Man,Itch,2014
Please Don't Say You Love Me,Gabrielle Aplin,2014
This Is How We Do,Katy Perry,2014
Jump,Rihanna,2014
Take Me Over,Peking Duk Feat. SAFIA,2014
The Power of Love,Gabrielle Aplin,2014
Tsunami (Jump),DVBBS Feat. Borgeous & Tinie Tempah,2014
Heroes (We Could Be),Alesso Feat. Tove Lo,2014
God Only Knows,MKTO,2014
Replay,Zendaya,2014
Somebody To You,The Vamps Feat. Demi Lovato,2014
Not a Bad Thing,Justin Timberlake,2014
Red Lights,Tiesto,2014
#SELFIE,The Chainsmokers,2014
Uptown Funk,Mark Ronson Feat. Bruno Mars,2015
Cheerleader (Felix Jaehn Remix),Omi,2015
See You Again,Wiz Khalifa Feat. Charlie Puth,2015
Take Me To Church,Hozier,2015
Hello,Adele,2015
Lean On,Major Lazer Feat. MØ & DJ Snake,2015
Love Me Like You Do,Ellie Goulding,2015
Shut Up & Dance,Walk The Moon,2015
What Do You Mean?,Justin Bieber,2015
FourFiveSeconds,"Rihanna, Paul McCartney & Kanye West",2015
Downtown,"Macklemore & Ryan Lewis Feat. Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",2015
Can't Feel My Face,The Weeknd,2015
Sugar,Maroon 5,2015
Elastic Heart,Sia,2015
Thinking Out Loud,Ed Sheeran,2015
Sorry,Justin Bieber,2015
Where Are U Now ,Skrillex & Diplo Feat. Justin Bieber,2015
Bad Blood,Taylor Swift Feat. Kendrick Lamar,2015
Hold Back The River,James Bay,2015
The Hills,The Weeknd,2015
Fight Song,Rachel Platten,2015
Do You Remember,Jarryd James,2015
Like I'm Gonna Lose You,Meghan Trainor Feat. John Legend,2015
Want To Want Me,Jason Derulo,2015
Love Yourself,Justin Bieber,2015
You Don't Own Me,Grace Feat. G-Eazy ,2015
Bills,LunchMoney Lewis,2015
Are You With Me,Lost Frequencies,2015
How Deep Is Your Love,Calvin Harris & Disciples,2015
Peanut Butter Jelly,Galantis,2015
Style,Taylor Swift,2015
Ghost Town,Adam Lambert,2015
Photograph,Ed Sheeran,2015
Lay Me Down,Sam Smith,2015
Let It Go,James Bay,2015
Wasn't Expecting That,Jamie Lawson,2015
Firestone,Kygo Feat. Conrad,2015
Marvin Gaye,Charlie Puth Feat. Meghan Trainor,2015
Dear Future Husband,Meghan Trainor,2015
Flashlight,Jessie J,2015
Wildest Dreams,Taylor Swift,2015
Locked Away,R. City Feat. Adam Levine,2015
Hotline Bling,Drake,2015
Runaway (U & I),Galantis,2015
The Nights,Avicii,2015
Fire And The Flood,Vance Joy,2015
Hey Mama,David Guetta Feat. Nicki Minaj & Afrojack,2015
Sugar,Robin Schulz Feat. Francesco Yates,2015
Shake It Off,Taylor Swift,2015
Drag Me Down,One Direction,2015
Good For You,Selena Gomez Feat. A$AP Rocky,2015
Watch Me (Whip / Nae Nae),Silento,2015
Do It Again,Pia Mia Feat. Chris Brown & Tyga,2015
Start Again,Conrad Sewell,2015
Blank Space,Taylor Swift,2015
Stitches,Shawn Mendes,2015
Five More Hours,Deorro X Chris Brown,2015
Dessert,Dawin,2015
Ocean Drive,Duke Dumont,2015
Black Magic,Little Mix,2015
The Fix,Nelly feat. Jeremih,2015
Worth It,Fifth Harmony,2015
Headlights,Robin Schulz Feat. Ilsey,2015
Whip It!,LunchMoney Lewis Feat. Chloe Angelides,2015
Never Forget You,Zara Larsson & MNEK,2015
Cosby Sweater,Hilltop Hoods,2015
That's How You Know,Nico & Vinz Feat. Kid Ink & Bebe Rexha,2015
Powerful,Major Lazer Feat. Ellie Goulding & Tarrus Riley,2015
Up,Olly Murs Feat. Demi Lovato,2015
Sun Goes Down,Robin Schulz Feat. Jasmine Thompson,2015
King,Years & Years,2015
Georgia,Vance Joy,2015
You Know You Like It,DJ Snake & AlunaGeorge,2015
On My Mind,Ellie Goulding,2015
Waiting for Love,Avicii,2015
Talk Is Cheap,Chet Faker,2015
Lay It All On Me,Rudimental Feat. Ed Sheeran,2015
Bloodstream,Ed Sheeran,2015
Time Of Our Lives,Pitbull Feat. Ne-Yo,2015
Earned It,The Weeknd,2015
"I Don't Like It, I Love It",Flo Rida Feat. Robin Thicke & Verdine White,2015
Lips Are Movin,Meghan Trainor,2015
Pray To God,Calvin Harris Feat. Haim,2015
Trouble,Iggy Azalea,2015
Somebody,Natalie La Rose Feat. Jeremih,2015
Ain't Nobody (Loves Me Better),Felix Jaehn,2015
Stay With Me,Sam Smith,2015
Wings,Delta Goodrem,2015
One Last Time,Ariana Grande,2015
Take Me Over,Peking Duk Feat. SAFIA,2015
Perfect,One Direction,2015
Jealous,Nick Jonas,2015
I'm An Albatraoz,AronChupa,2015
Chandelier,Sia,2015
Get Stupid,Aston Merrygold,2015
Trap Queen,Fetty Wap,2015
Masterpiece,Jessie J,2015
Hula Hoop,Omi,2015
The Trouble With Us,Marcus Marr & Chet Faker,2015
The Buzz,Hermitude Feat. Mataya & Young Tapz,2015
Closer,The Chainsmokers Feat. Halsey,2016
One Dance,Drake Feat. Wizkid & Kyla,2016
7 Years,Lukas Graham,2016
Never Be Like You,Flume Feat. Kai,2016
Don't Let Me Down,The Chainsmokers Feat. Daya,2016
This Is What You Came For,Calvin Harris Feat. Rihanna,2016
Can't Stop The Feeling!,Justin Timberlake,2016
Cheap Thrills,Sia,2016
Stressed Out,Twenty One Pilots,2016
Love Yourself,Justin Bieber,2016
Cold Water,Major Lazer Feat. Justin Bieber & MØ,2016
Fast Car,Jonas Blue Feat. Dakota,2016
"I Hate U, I Love U",Gnash Feat. Olivia O'Brien,2016
One Call Away,Charlie Puth,2016
Work From Home,Fifth Harmony Feat. Ty Dolla $ign,2016
I Took A Pill In Ibiza,Mike Posner,2016
Faded,Alan Walker,2016
1955,Hilltop Hoods Feat. Montaigne & Tom Thum,2016
Let Me Love You,DJ Snake Feat. Justin Bieber,2016
Say It,Flume Feat. Tove Lo,2016
Dancing on My Own,Calum Scott,2016
Say You Won't Let Go,James Arthur,2016
Starboy,The Weeknd Feat. Daft Punk,2016
Papercuts,Illy Feat. Vera Blue,2016
Just Like Fire,P!nk,2016
Gold,Kiiara,2016
Heathens,Twenty One Pilots,2016
My House,Flo Rida,2016
Treat You Better,Shawn Mendes,2016
Lush Life,Zara Larsson,2016
Sorry,Justin Bieber,2016
Pillowtalk,Zayn,2016
Roses,The Chainsmokers Feat. Rozes,2016
Too Good,Drake Feat. Rihanna,2016
Cake By The Ocean,DNCE,2016
Starving,Hailee Steinfeld,2016
Side to Side,Ariana Grande Feat. Nicki Minaj,2016
Panda,Desiigner,2016
All My Friends,Snakehips Feat. Tinashe & Chance The Rapper,2016
Work,Rihanna Feat. Drake,2016
Perfect Strangers,Jonas Blue,2016
Hello,Adele,2016
Stitches,Shawn Mendes,2016
The Sound of Silence,Disturbed,2016
Send My Love (To Your New Lover),Adele,2016
The Greatest,Sia Feat. Kendrick Lamar,2016
Ex's & Oh's,Elle King,2016
Alarm,Anne-Marie,2016
Into You,Ariana Grande,2016
Hands To Myself,Selena Gomez,2016
Me Too,Meghan Trainor,2016
Be The One,Dua Lipa,2016
We Don't Talk Anymore,Charlie Puth Feat. Selena Gomez,2016
Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons, X Ambassadors, Ty Dolla $ign, Logic",2016
Hide Away,Daya,2016
Middle,DJ Snake Feat. Bipolar Sunshine,2016
In My Blood,The Veronicas,2016
No Money,Galantis,2016
24K Magic,Bruno Mars,2016
Secret Love Song,Little Mix Feat. Jason Derulo,2016
This Girl,Kungs,2016
The Ocean,Mike Perry,2016
No,Meghan Trainor,2016
Final Song,MØ,2016
In The Name Of Love,Martin Garrix & Bebe Rexha,2016
Rockabye,Clean Bandit Feat. Sean Paul & Anne-Marie,2016
I Love You Always Forever,Betty Who,2016
What Do You Mean?,Justin Bieber,2016
Home,Topic Feat. Nico Santos,2016
Mercy,Shawn Mendes,2016
Ride,Twenty One Pilots,2016
"Me, Myself & I",G-Eazy Feat. Bebe Rexha,2016
Hair,Little Mix,2016
My Way,Calvin Harris,2016
Shout Out To My Ex,Little Mix,2016
Ocean Drive,Duke Dumont,2016
Dangerous Woman,Ariana Grande,2016
Don't Wanna Know,Maroon 5 Feat. Kendrick Lamar,2016
Hymn For The Weekend,Coldplay,2016
Crash,Usher,2016
Sexual,Neiked,2016
The Fighter,Keith Urban Feat. Carrie Underwood,2016
Don't Be So Shy (Filatov & Karas Remix),Imany,2016
Sex,Cheat Codes Feat. Kris Kross Amsterdam,2016
Keeping Score,L D R U Feat. Paige IV,2016
Lean On,Major Lazer Feat. MØ & DJ Snake,2016
Never Forget You,Zara Larsson & MNEK,2016
Dance Off,Macklemore & Ryan Lewis Feat. Idris Elba & Anderson .Paak,2016
All We Know,The Chainsmokers Feat. Phoebe Ryan,2016
Girls Like,Tinie Tempah Feat. Zara Larsson,2016
Youth,Troye Sivan,2016
Black Beatles,Rae Sremmurd,2016
Stranger,Peking Duk Feat. Elliphant,2016
Uptown Funk,Mark Ronson Feat. Bruno Mars,2016
Ain't My Fault,Zara Larsson,2016
Needed Me,Rihanna,2016
The Mack,Nevada Feat. Mark Morrison & Fetty Wap,2016
Wild Things,Alessia Cara,2016
Catch 22,Illy Feat. Anne-Marie,2016
Downtown,"Macklemore & Ryan Lewis Feat. Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",2016
Shape of You,Ed Sheeran,2017
Despacito,Luis Fonsi & Daddy Yankee Feat. Justin Bieber,2017
Castle On The Hill,Ed Sheeran,2017
Perfect,Ed Sheeran,2017
Something Just Like This,The Chainsmokers & Coldplay,2017
Thunder,Imagine Dragons,2017
Galway Girl,Ed Sheeran,2017
HUMBLE.,Kendrick Lamar & Skrillex,2017
Glorious,Macklemore Feat. Skylar Grey,2017
There's Nothing Holdin' Me Back,Shawn Mendes,2017
Strip That Down,Liam Payne Feat. Quavo,2017
Slow Hands,Niall Horan,2017
I'm the One,"DJ Khaled Feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne",2017
Stay,Zedd Feat. Alessia Cara,2017
Issues,Julia Michaels,2017
Rockstar,Post Malone Feat. 21 Savage,2017
I Don't Wanna Live Forever,Zayn & Taylor Swift,2017
Symphony,Clean Bandit Feat. Zara Larsson,2017
Havana,Camila Cabello Feat. Young Thug,2017
It Ain't Me,Kygo & Selena Gomez,2017
Unforgettable,French Montana Feat. Swae Lee,2017
New Rules,Dua Lipa,2017
Green Light,Lorde,2017
Attention,Charlie Puth,2017
That's What I Like,Bruno Mars,2017
Mama,Jonas Blue Feat. William Singe,2017
Body Like A Back Road,Sam Hunt,2017
Feels,"Calvin Harris Feat. Pharrell Williams, Katy Perry & Big Sean",2017
Wild Thoughts,DJ Khaled Feat. Rihanna & Bryson Tiller,2017
Rockabye,Clean Bandit Feat. Sean Paul & Anne-Marie,2017
Paris,The Chainsmokers,2017
Chameleon,Pnau,2017
What About Us,P!nk,2017
Waves,Dean Lewis,2017
1-800-273-8255,Logic Feat. Alessia Cara & Khalid,2017
Congratulations,Post Malone,2017
Call On Me - Ryan Riback Remix,Starley,2017
Young Dumb & Broke,Khalid,2017
I Feel It Coming,The Weeknd Feat. Daft Punk,2017
Adore,Amy Shark,2017
Slide,Calvin Harris Feat. Frank Ocean & Migos,2017
Starboy,The Weeknd Feat. Daft Punk,2017
Sorry Not Sorry,Demi Lovato,2017
Your Song,Rita Ora,2017
Say You Won't Let Go,James Arthur,2017
Fresh Eyes,Andy Grammer,2017
Malibu,Miley Cyrus,2017
Scared To Be Lonely,Martin Garrix & Dua Lipa,2017
Redbone,Childish Gambino,2017
Silence,Marshmello x Khalid,2017
Closer,The Chainsmokers Feat. Halsey,2017
All Time Low,Jon Bellion,2017
Too Good At Goodbyes,Sam Smith,2017
You Don't Know Me,Jax Jones Feat. Raye,2017
Feel It Still,Portugal. The Man,2017
Sign Of The Times,Harry Styles,2017
Don't Leave,Snakehips & MØ,2017
Praying,Kesha,2017
I Like Me Better,Lauv,2017
Pretty Girl,Maggie Lindemann,2017
Look What You Made Me Do,Taylor Swift,2017
Most Girls,Hailee Steinfeld,2017
Friends,Justin Bieber & BloodPop®,2017
Mask Off,Future,2017
No Promises,Cheat Codes Feat. Demi Lovato,2017
Passionfruit,Drake,2017
Dusk Till Dawn,Zayn Feat. Sia,2017
Swalla,Jason Derulo Feat. Nicki Minaj & Ty Dolla $ign,2017
2U,David Guetta Feat. Justin Bieber,2017
What Lovers Do,Maroon 5 Feat. SZA,2017
Can't Stop The Feeling!,Justin Timberlake,2017
Believer,Imagine Dragons,2017
I Fall Apart,Post Malone,2017
Love$ick,Mura Masa Feat. A$ap Rocky,2017
Now Or Never,Halsey,2017
How Far I'll Go,Alessia Cara,2017
Touch,Little Mix,2017
Stranger,Peking Duk Feat. Elliphant,2017
Capsize,Frenship Feat. Emily Warren,2017
Bad Liar,Selena Gomez,2017
Moments,Bliss N Eso Feat. Gavin James,2017
24K Magic,Bruno Mars,2017
Fallin',Jessica Mauboy,2017
Chained To The Rhythm,Katy Perry Feat. Skip Marley,2017
Mi Gente,J Balvin & Willy William Feat. Beyonce,2017
The Cure,Lady Gaga,2017
Scars To Your Beautiful,Alessia Cara,2017
Good Old Days,Macklemore Feat. Kesha,2017
Human,Rag'N'Bone Man,2017
Lay It On Me,Vance Joy,2017
Play That Song,Train,2017
There For You,Martin Garrix & Troye Sivan,2017
Back To You,Louis Tomlinson Feat. Bebe Rexha & Digital Farm Animals,2017
Cocoon,Milky Chance,2017
Water Under The Bridge,Adele,2017
Sexual,Neiked,2017
Never Be Like You,Flume Feat. Kai,2017
Let Me Go,Hailee Steinfeld & Alesso Feat. Florida Georgia Line & Watt,2017
Happier,Ed Sheeran,2017
Shed A Light,Robin Schulz & David Guetta Feat. Cheat Codes,2017
Youngblood,5 Seconds Of Summer,2018
God's Plan,Drake,2018
Perfect,Ed Sheeran,2018
Be Alright,Dean Lewis,2018
Meant to Be,Bebe Rexha & Florida Georgia Line,2018
I Fall Apart,Post Malone,2018
Psycho,Post Malone Feat. Ty Dolla $ign,2018
Girls Like You,Maroon 5 Feat. Cardi B,2018
Shotgun,George Ezra,2018
Eastside,Benny Blanco Feat. Halsey & Khalid,2018
Better Now,Post Malone,2018
Rockstar,Post Malone Feat. 21 Savage,2018
Love Lies,Khalid & Normani,2018
These Days,"Rudimental Feat. Jess Glynne, Macklemore & Dan Caplen",2018
The Middle,Zedd & Grey Feat. Maren Morris,2018
In My Feelings,Drake,2018
All The Stars,Kendrick Lamar & SZA,2018
IDGAF,Dua Lipa,2018
River,Eminem Feat. Ed Sheeran,2018
One Kiss,Calvin Harris & Dua Lipa,2018
Sad!,XXXTentacion,2018
Nice For What,Drake,2018
Havana,Camila Cabello Feat. Young Thug,2018
This Is Me,Keala Settle & The Greatest Showman Ensemble,2018
Shape Of You,Ed Sheeran,2018
No Tears Left To Cry,Ariana Grande,2018
FRIENDS,Marshmello & Anne Marie,2018
2002,Anne-Marie,2018
Rise,Jonas Blue,2018
Silence,Marshmello x Khalid,2018
I Said Hi,Amy Shark,2018
High Hopes,Panic! At The Disco,2018
Happier,Marshmello & Bastille,2018
Never Be The Same,Camila Cabello,2018
Feel It Still,Portugal. The Man,2018
I Like It,Cardi B Feat. J Balvin & Bad Bunny,2018
Let You Down,NF,2018
Lucid Dreams,Juice WRLD,2018
Finesse,Bruno Mars Feat. Cardi B,2018
Body,Loud Luxury,2018
Lovely,Billie Eilish Feat. Khalid,2018
Hurt Somebody,Noah Kahan & Julia Michaels,2018
Go Bang,Pnau,2018
Nevermind,Dennis Lloyd,2018
Candy Paint,Post Malone,2018
Wolves,Selena Gomez & Marshmello,2018
Mine,Bazzi,2018
Sicko Mode,Travis Scott & Drake,2018
HUMBLE.,Kendrick Lamar & Skrillex,2018
Thunder,Imagine Dragons,2018
Promises,Calvin Harris & Sam Smith,2018
Fire/Reprisal,Peking Duk,2018
Shallow,Lady Gaga & Bradley Cooper,2018
New Rules,Dua Lipa,2018
Young Dumb & Broke,Khalid,2018
Healing Hands,Conrad Sewell,2018
Freaky Friday,Lil Dicky Feat. Chris Brown,2018
Back To You,Selena Gomez,2018
Let Me Go,Hailee Steinfeld & Alesso Feat. Florida Georgia Line & Watt,2018
"Thank U, Next",Ariana Grande,2018
Call Out My Name,The Weeknd,2018
Ocean,Martin Garrix Feat. Khalid,2018
I Miss You,Clean Bandit Feat. Julia Michaels,2018
Jackie Chan,Tiesto & Dzeko Feat. Preme & Post Malone,2018
In My Blood,Shawn Mendes,2018
Without Me,Halsey,2018
Solo,Clean Bandit Feat. Demi Lovato,2018
Say Something,Justin Timberlake Feat. Chris Stapleton,2018
Remind Me To Forget,Kygo,2018
Him & I,G-Eazy Feat. Halsey,2018
Pray For Me,The Weeknd & Kendrick Lamar,2018
I'll Be There,Jess Glynne,2018
What Lovers Do,Maroon 5 Feat. SZA,2018
I Like Me Better,Lauv,2018
Happier,Ed Sheeran,2018
Chateau,Angus & Julia Stone,2018
Better,Khalid,2018
Born To Be Yours,Kygo & Imagine Dragons,2018
Look Alive,BlocBoy JB Feat. Drake,2018
You Are The Reason,Calum Scott,2018
Too Good At Goodbyes,Sam Smith,2018
Rewrite the Stars,Zac Efron & Zendaya,2018
No Brainer,"DJ Khaled, Justin Bieber & Quavo Feat. Chance the Rapper",2018
My My My!,Troye Sivan,2018
Sunflower,Post Malone & Swae Lee,2018
Just Friends,Hayden James Feat. Boy Matthews,2018
For You (Fifty Shades Freed),Liam Payne & Rita Ora,2018
This Is America,Childish Gambino,2018
I Love It,Lil Pump & Kanye West,2018
Castle On The Hill,Ed Sheeran,2018
God Is A Woman,Ariana Grande,2018
I Wanna Know,NOTD Feat. Bia Miller,2018
In My Mind,Dynoro,2018
Beautiful,Bazzi,2018
Coming Home,Sheppard,2018
OTW,Khalid x Ty Dolla $ign x 6lack,2018
Praise The Lord (Da Shine),A$AP Rocky Feat. Skepta,2018
We're Going Home,Vance Joy,2018
Believer,Imagine Dragons,2018
Congratulations,Post Malone,2018
Old Town Road,Lil Nas X,2019
Dance Monkey,Tones and I,2019
Bad Guy,Billie Eilish,2019
Sunflower,Post Malone & Swae Lee,2019
Someone You Loved,Lewis Capaldi,2019
I Don't Care,Ed Sheeran & Justin Bieber,2019
Wow.,Post Malone,2019
Señorita,Shawn Mendes & Camila Cabello,2019
Shallow,Lady Gaga & Bradley Cooper,2019
7 Rings,Ariana Grande,2019
3 Nights,Dominic Fike,2019
Eastside,Benny Blanco Feat. Halsey & Khalid,2019
Sucker,Jonas Brothers,2019
Beautiful People,Ed Sheeran Feat. Khalid,2019
Sweet But Psycho,Ava Max,2019
Piece Of Your Heart,MeduZa Feat. Goodboys,2019
Talk,Khalid,2019
Without Me,Halsey,2019
Dancing With A Stranger,Sam Smith & Normani,2019
Circles,Post Malone,2019
Happier,Marshmello & Bastille,2019
Shotgun,George Ezra,2019
One Thing Right,Marshmello Feat. Kane Brown,2019
The Git Up,Blanco Brown,2019
Sicko Mode,Travis Scott & Drake,2019
Bury A Friend,Billie Eilish,2019
Be Alright,Dean Lewis,2019
Better,Khalid,2019
when the party's over,Billie Eilish,2019
Youngblood,5 Seconds Of Summer,2019
Truth Hurts,Lizzo,2019
Johnny Run Away,Tones and I,2019
Body,Loud Luxury,2019
"Thank U, Next",Ariana Grande,2019
Goodbyes,Post Malone Feat. Young Thug,2019
Choir,Guy Sebastian,2019
If I Can't Have You,Shawn Mendes,2019
Waiting,Kian,2019
Never Seen the Rain,Tones and I,2019
Woke Up Late,Drax Project Feat. Hailee Steinfeld,2019
Nothing Breaks Like A Heart,Mark Ronson Feat. Miley Cyrus,2019
i'm so tired...,Lauv & Troye Sivan,2019
Leave Me Lonely,Hilltop Hoods,2019
"break up with your girlfriend, i'm bored",Ariana Grande,2019
7 Minutes,Dean Lewis,2019
Here With Me,Marshmello Feat. Chvrches,2019
Lovely,Billie Eilish Feat. Khalid,2019
Good As Hell,Lizzo,2019
Ride It,Regard,2019
Don't Call Me Up,Mabel,2019
Memories,Maroon 5,2019
How Do You Sleep?,Sam Smith,2019
No Guidance,Chris Brown Feat. Drake,2019
South Of The Border,Ed Sheeran Feat. Camila Cabello & Cardi B,2019
Cross Me,Ed Sheeran Feat. Chance the Rapper & PnB Rock,2019
It's You,Ali Gatie,2019
Exit Sign,Hilltop Hoods Feat. Illy & Ecca Vandal,2019
Perfect,Ed Sheeran,2019
SOS,Avicii Feat. Aloe Blacc,2019
Better Now,Post Malone,2019
You Need To Calm Down,Taylor Swift,2019
Walk Me Home,P!nk,2019
Middle Child,J. Cole,2019
Confidence,Ocean Alley,2019
Who Do You Love,The Chainsmokers Feat. 5 Seconds of Summer,2019
Bad Liar,Imagine Dragons,2019
Bohemian Rhapsody,Queen,2019
Me!,Taylor Swift Feat. Brendon Urie of Panic! At The Disco,2019
Going Bad,Meek Mill Feat. Drake,2019
Saturday Nights,Khalid,2019
High Hopes,Panic! At The Disco,2019
Money In The Grave,Drake Feat. Rick Ross,2019
Girls Like You,Maroon 5 Feat. Cardi B,2019
Good Lord,Birds Of Tokyo,2019
Shape Of You,Ed Sheeran,2019
Giant,Calvin Harris & Rag'N'Bone Man,2019
Panini,Lil Nas X,2019
Never Really Over,Katy Perry,2019
wish you were gay,Billie Eilish,2019
Rockstar,Post Malone Feat. 21 Savage,2019
Mess Her Up,Amy Shark,2019
Higher Love,Kygo & Whitney Houston,2019
I Fall Apart,Post Malone,2019
Love Someone,Lukas Graham,2019
Ransom,Lil Tecca,2019
Lalala,Y2K & bbno$,2019
Promises,Calvin Harris & Sam Smith,2019
Close To Me,"Ellie Goulding, Diplo & Swae Lee",2019
Easier,5 Seconds Of Summer,2019
Lover,Taylor Swift,2019
Lucid Dreams,Juice WRLD,2019
Hot Girl Bummer,blackbear,2019
2002,Anne-Marie,2019
"10,000 Hours",Dan + Shay & Justin Bieber,2019
